Start station,End station,Start date,Start station number,End date,End station number,Account type,Total duration (Seconds)
Fairview Ave & University Ave,N Victoria Street & University Ave ,2,2,2,2,2,2
Fairview Ave & University Ave,Riverside Ave & 23rd Ave S,1,1,1,1,1,1
Fairview Ave & University Ave,Selby Ave & Virginia Street,5,5,5,5,5,5
Fairview Ave & University Ave,Shepard Road & Sibley Street,1,1,1,1,1,1
Fairview Ave & University Ave,Sherburne Ave & Snelling Ave N,20,20,20,20,20,20
Fairview Ave & University Ave,U of M St. Paul Student Center,1,1,1,1,1,1
Fairview Ave & University Ave,Union Depot,1,1,1,1,1,1
Fairview Ave & University Ave,University Ave SE & Bedford Street SE,2,2,2,2,2,2
Fairview Ave & University Ave,University of St. Thomas,3,3,3,3,3,3
Fairview Ave & University Ave,Washington Ave S & 10th Ave S,3,3,3,3,3,3
Fairview Ave & University Ave,West 15th Street & Willow,1,1,1,1,1,1
